rebalance_date,ticker,weight,Name,sector,portfolio_sleeve_label,portfolio_selection_path,market_circuit_state,market_circuit_multiplier,market_circuit_source_rebalance_date,market_circuit_target_book
2021-03-04,GOOGL,0.0271401348655908,ALPHABET INC CLASS A,Communication,core_compounder,,caution,0.6,2021-02-26,True
2021-03-04,SHOP,0.021151731509425557,Shopify,Software,core_compounder,,caution,0.6,2021-02-26,True
2021-03-04,MCO,0.020805761763193018,MOODYS CORP,Financials,core_compounder,,caution,0.6,2021-02-26,True
2021-03-04,AMZN,0.020200915509255957,AMAZON.COM INC,Consumer Discretionary,core_compounder,,caution,0.6,2021-02-26,True
2021-03-04,NOW,0.01974658442664624,SERVICENOW INC,Information Technology,core_compounder,,caution,0.6,2021-02-26,True
2021-03-04,TROW,0.01963057092508086,T ROWE PRICE GROUP INC,Financials,core_compounder,,caution,0.6,2021-02-26,True
2021-03-04,RGEN,0.0187420575766932,Repligen,Health Care,core_compounder,,caution,0.6,2021-02-26,True
2021-03-04,BKNG,0.01728,BOOKING HOLDINGS INC,Consumer Discretionary,core_compounder,,caution,0.6,2021-02-26,True
2021-03-04,IFF,0.01728,INTERNATIONAL FLAVORS & FRAGRANCES,Materials,core_compounder,,caution,0.6,2021-02-26,True
2021-03-04,MEDP,0.01728,MEDPACE HOLDINGS INC,Health Care,core_compounder,,caution,0.6,2021-02-26,True
2021-03-04,FTNT,0.01615739316432906,FORTINET INC,Information Technology,core_compounder,,caution,0.6,2021-02-26,True
2021-03-04,WDAY,0.014733439436538959,WORKDAY INC CLASS A,Information Technology,core_compounder,,caution,0.6,2021-02-26,True
2021-03-04,TER,0.01179630986120928,TERADYNE INC,Information Technology,core_compounder,,caution,0.6,2021-02-26,True
2021-03-17,CASH,0.28,Cash,Cash,cash,,normal,1.0,2021-02-26,True
2021-03-17,MSFT,0.1082584724789681,MICROSOFT CORP,Information Technology,core_compounder,,normal,1.0,2021-02-26,True
2021-03-17,PDD,0.0775432424731166,PDD Holdings (Pinduoduo / Temu),Internet,core_compounder,,normal,1.0,2021-02-26,True
2021-03-17,ORCL,0.0756853160398257,ORACLE CORP,Information Technology,core_compounder,,normal,1.0,2021-02-26,True
2021-03-17,SE,0.055271470611484,Sea Limited,Internet,core_compounder,,normal,1.0,2021-02-26,True
2021-03-17,GOOGL,0.045233558109318,ALPHABET INC CLASS A,Communication,core_compounder,,normal,1.0,2021-02-26,True
2021-03-17,SHOP,0.0352528858490426,Shopify,Software,core_compounder,,normal,1.0,2021-02-26,True
2021-03-17,MCO,0.0346762696053217,MOODYS CORP,Financials,core_compounder,,normal,1.0,2021-02-26,True
2021-03-17,AMZN,0.0336681925154266,AMAZON.COM INC,Consumer Discretionary,core_compounder,,normal,1.0,2021-02-26,True
2021-03-17,NOW,0.0329109740444104,SERVICENOW INC,Information Technology,core_compounder,,normal,1.0,2021-02-26,True
2021-03-17,TROW,0.0327176182084681,T ROWE PRICE GROUP INC,Financials,core_compounder,,normal,1.0,2021-02-26,True
2021-03-17,RGEN,0.031236762627822,Repligen,Health Care,core_compounder,,normal,1.0,2021-02-26,True
2021-03-17,BKNG,0.0288,BOOKING HOLDINGS INC,Consumer Discretionary,core_compounder,,normal,1.0,2021-02-26,True
2021-03-17,IFF,0.0288,INTERNATIONAL FLAVORS & FRAGRANCES,Materials,core_compounder,,normal,1.0,2021-02-26,True
2021-03-17,MEDP,0.0288,MEDPACE HOLDINGS INC,Health Care,core_compounder,,normal,1.0,2021-02-26,True
2021-03-17,FTNT,0.0269289886072151,FORTINET INC,Information Technology,core_compounder,,normal,1.0,2021-02-26,True
2021-03-17,WDAY,0.0245557323942316,WORKDAY INC CLASS A,Information Technology,core_compounder,,normal,1.0,2021-02-26,True
2021-03-17,TER,0.0196605164353488,TERADYNE INC,Information Technology,core_compounder,,normal,1.0,2021-02-26,True
2021-03-18,CASH,0.168,Cash,Cash,cash,,caution,0.6,2021-02-26,True
2021-03-18,MSFT,0.06495508348738085,MICROSOFT CORP,Information Technology,core_compounder,,caution,0.6,2021-02-26,True
2021-03-18,PDD,0.04652594548386996,PDD Holdings (Pinduoduo / Temu),Internet,core_compounder,,caution,0.6,2021-02-26,True
2021-03-18,ORCL,0.04541118962389542,ORACLE CORP,Information Technology,core_compounder,,caution,0.6,2021-02-26,True
2021-03-18,SE,0.0331628823668904,Sea Limited,Internet,core_compounder,,caution,0.6,2021-02-26,True
2021-03-18,GOOGL,0.0271401348655908,ALPHABET INC CLASS A,Communication,core_compounder,,caution,0.6,2021-02-26,True
2021-03-18,SHOP,0.021151731509425557,Shopify,Software,core_compounder,,caution,0.6,2021-02-26,True
2021-03-18,MCO,0.020805761763193018,MOODYS CORP,Financials,core_compounder,,caution,0.6,2021-02-26,True
2021-03-18,AMZN,0.020200915509255957,AMAZON.COM INC,Consumer Discretionary,core_compounder,,caution,0.6,2021-02-26,True
2021-03-18,NOW,0.01974658442664624,SERVICENOW INC,Information Technology,core_compounder,,caution,0.6,2021-02-26,True
2021-03-18,TROW,0.01963057092508086,T ROWE PRICE GROUP INC,Financials,core_compounder,,caution,0.6,2021-02-26,True
2021-03-18,RGEN,0.0187420575766932,Repligen,Health Care,core_compounder,,caution,0.6,2021-02-26,True
2021-03-18,BKNG,0.01728,BOOKING HOLDINGS INC,Consumer Discretionary,core_compounder,,caution,0.6,2021-02-26,True
2021-03-18,IFF,0.01728,INTERNATIONAL FLAVORS & FRAGRANCES,Materials,core_compounder,,caution,0.6,2021-02-26,True
2021-03-18,MEDP,0.01728,MEDPACE HOLDINGS INC,Health Care,core_compounder,,caution,0.6,2021-02-26,True
2021-03-18,FTNT,0.01615739316432906,FORTINET INC,Information Technology,core_compounder,,caution,0.6,2021-02-26,True
2021-03-18,WDAY,0.014733439436538959,WORKDAY INC CLASS A,Information Technology,core_compounder,,caution,0.6,2021-02-26,True
2021-03-18,TER,0.01179630986120928,TERADYNE INC,Information Technology,core_compounder,,caution,0.6,2021-02-26,True
2021-03-22,CASH,0.28,Cash,Cash,cash,,normal,1.0,2021-02-26,True
2021-03-22,MSFT,0.1082584724789681,MICROSOFT CORP,Information Technology,core_compounder,,normal,1.0,2021-02-26,True
2021-03-22,PDD,0.0775432424731166,PDD Holdings (Pinduoduo / Temu),Internet,core_compounder,,normal,1.0,2021-02-26,True
2021-03-22,ORCL,0.0756853160398257,ORACLE CORP,Information Technology,core_compounder,,normal,1.0,2021-02-26,True
2021-03-22,SE,0.055271470611484,Sea Limited,Internet,core_compounder,,normal,1.0,2021-02-26,True
2021-03-22,GOOGL,0.045233558109318,ALPHABET INC CLASS A,Communication,core_compounder,,normal,1.0,2021-02-26,True
2021-03-22,SHOP,0.0352528858490426,Shopify,Software,core_compounder,,normal,1.0,2021-02-26,True
2021-03-22,MCO,0.0346762696053217,MOODYS CORP,Financials,core_compounder,,normal,1.0,2021-02-26,True
2021-03-22,AMZN,0.0336681925154266,AMAZON.COM INC,Consumer Discretionary,core_compounder,,normal,1.0,2021-02-26,True
2021-03-22,NOW,0.0329109740444104,SERVICENOW INC,Information Technology,core_compounder,,normal,1.0,2021-02-26,True
2021-03-22,TROW,0.0327176182084681,T ROWE PRICE GROUP INC,Financials,core_compounder,,normal,1.0,2021-02-26,True
2021-03-22,RGEN,0.031236762627822,Repligen,Health Care,core_compounder,,normal,1.0,2021-02-26,True
2021-03-22,BKNG,0.0288,BOOKING HOLDINGS INC,Consumer Discretionary,core_compounder,,normal,1.0,2021-02-26,True
2021-03-22,IFF,0.0288,INTERNATIONAL FLAVORS & FRAGRANCES,Materials,core_compounder,,normal,1.0,2021-02-26,True
2021-03-22,MEDP,0.0288,MEDPACE HOLDINGS INC,Health Care,core_compounder,,normal,1.0,2021-02-26,True
2021-03-22,FTNT,0.0269289886072151,FORTINET INC,Information Technology,core_compounder,,normal,1.0,2021-02-26,True
2021-03-22,WDAY,0.0245557323942316,WORKDAY INC CLASS A,Information Technology,core_compounder,,normal,1.0,2021-02-26,True
2021-03-22,TER,0.0196605164353488,TERADYNE INC,Information Technology,core_compounder,,normal,1.0,2021-02-26,True
2021-03-31,HD,0.1548998346231839,HOME DEPOT INC,Consumer Discretionary,core_compounder,,normal,1.0,2021-03-31,True
2021-03-31,UNH,0.1338340314781294,UNITEDHEALTH GROUP INC,Health Care,core_compounder,,normal,1.0,2021-03-31,True
2021-03-31,LOW,0.082726093564496,LOWES COMPANIES INC,Consumer Discretionary,core_compounder,,normal,1.0,2021-03-31,True
2021-03-31,MSFT,0.0756592949422589,MICROSOFT CORP,Information Technology,core_compounder,,normal,1.0,2021-03-31,True
2021-03-31,MCO,0.0737216364528468,MOODYS CORP,Financials,core_compounder,,normal,1.0,2021-03-31,True
2021-03-31,TROW,0.059545950252412,T ROWE PRICE GROUP INC,Financials,core_compounder,,normal,1.0,2021-03-31,True
2021-03-31,GOOG,0.0399061351989021,ALPHABET INC CLASS C,Communication,core_compounder,,normal,1.0,2021-03-31,True
2021-03-31,CSX,0.0344221854718186,CSX CORP,Industrials,core_compounder,,normal,1.0,2021-03-31,True
2021-03-31,LPX,0.0344221854718186,LOUISIANA PACIFIC CORP,Materials,core_compounder,,normal,1.0,2021-03-31,True
2021-03-31,NDAQ,0.0344221854718186,NASDAQ INC,Financials,core_compounder,,normal,1.0,2021-03-31,True
2021-03-31,TGT,0.0341571948256174,TARGET CORP,Consumer Staples,core_compounder,,normal,1.0,2021-03-31,True
2021-03-31,ORCL,0.0303620411930374,,Unknown,core_compounder,,normal,1.0,2021-03-31,True
2021-03-31,NOW,0.030059698553919,SERVICENOW INC,Information Technology,core_compounder,,normal,1.0,2021-03-31,True
2021-03-31,WSM,0.026841309609582,WILLIAMS SONOMA INC,Consumer Discretionary,core_compounder,,normal,1.0,2021-03-31,True
2021-03-31,AMZN,0.0237226469387968,AMAZON.COM INC,Consumer Discretionary,core_compounder,,normal,1.0,2021-03-31,True
2021-03-31,BAC,0.0216338581057836,BANK OF AMERICA CORP,Financials,core_compounder,,normal,1.0,2021-03-31,True
2021-03-31,FUTU,0.0200006518162733,Futu Holdings,Financial,core_compounder,,normal,1.0,2021-03-31,True
2021-03-31,ODFL,0.018390995204763,OLD DOMINION FREIGHT LINE INC,Industrials,core_compounder,,normal,1.0,2021-03-31,True
2021-03-31,GOOGL,0.0170883502785463,ALPHABET INC CLASS A,Communication,core_compounder,,normal,1.0,2021-03-31,True
2021-03-31,IFF,0.0109007265083286,INTERNATIONAL FLAVORS & FRAGRANCES,Materials,core_compounder,,normal,1.0,2021-03-31,True
2021-03-31,FTNT,0.0108440989217992,,Unknown,core_compounder,,normal,1.0,2021-03-31,True
2021-03-31,MEDP,0.0106577270588447,,Unknown,core_compounder,,normal,1.0,2021-03-31,True
2021-03-31,WDAY,0.009248085268993,,Unknown,core_compounder,,normal,1.0,2021-03-31,True
2021-03-31,TER,0.0068627106042824,TERADYNE INC,Information Technology,core_compounder,,normal,1.0,2021-03-31,True
2021-03-31,CASH,0.005670372183747,Cash,Cash,cash,,normal,1.0,2021-03-31,True
2021-04-30,HD,0.12,HOME DEPOT INC,Consumer Discretionary,core_compounder,,normal,1.0,2021-04-30,True
2021-04-30,UNH,0.12,UNITEDHEALTH GROUP INC,Health Care,core_compounder,,normal,1.0,2021-04-30,True
2021-04-30,GOOG,0.0896796106852868,ALPHABET INC CLASS C,Communication,core_compounder,,normal,1.0,2021-04-30,True
2021-04-30,JNJ,0.0723771975241171,JOHNSON & JOHNSON,Health Care,core_compounder,,normal,1.0,2021-04-30,True
2021-04-30,FTNT,0.0506574902615116,FORTINET INC,Information Technology,core_compounder,,normal,1.0,2021-04-30,True
2021-04-30,AAPL,0.0504444560413507,APPLE INC,Information Technology,core_compounder,,normal,1.0,2021-04-30,True
2021-04-30,CSX,0.0488901626561877,CSX CORP,Industrials,core_compounder,,normal,1.0,2021-04-30,True
2021-04-30,PEP,0.0488617461120637,PEPSICO INC,Consumer Staples,core_compounder,,normal,1.0,2021-04-30,True
2021-04-30,NDAQ,0.04667589752919,NASDAQ INC,Financials,core_compounder,,normal,1.0,2021-04-30,True
2021-04-30,KO,0.045997977882319,COCA-COLA,Consumer Staples,core_compounder,,normal,1.0,2021-04-30,True
2021-04-30,TGT,0.0384789431405608,TARGET CORP,Consumer Staples,core_compounder,,normal,1.0,2021-04-30,True
2021-04-30,AMZN,0.0380004974437162,AMAZON.COM INC,Consumer Discretionary,core_compounder,,normal,1.0,2021-04-30,True
2021-04-30,LOW,0.0362756593130889,LOWES COMPANIES INC,Consumer Discretionary,core_compounder,,normal,1.0,2021-04-30,True
2021-04-30,TER,0.0361916418489022,TERADYNE INC,Information Technology,core_compounder,,normal,1.0,2021-04-30,True
2021-04-30,BAC,0.0321425135441428,BANK OF AMERICA CORP,Financials,core_compounder,,normal,1.0,2021-04-30,True
2021-04-30,WSM,0.030157003849125,WILLIAMS SONOMA INC,Consumer Discretionary,core_compounder,,normal,1.0,2021-04-30,True
2021-04-30,MORN,0.025707164658814,MORNINGSTAR INC,Financials,core_compounder,,normal,1.0,2021-04-30,True
2021-04-30,CRWD,0.0255577521603677,CROWDSTRIKE HOLDINGS INC CLASS A,Information Technology,core_compounder,,normal,1.0,2021-04-30,True
2021-04-30,DHR,0.0241308977091358,DANAHER CORP,Health Care,core_compounder,,normal,1.0,2021-04-30,True
2021-04-30,SE,0.0197733876401192,Sea Limited,Internet,core_compounder,,normal,1.0,2021-04-30,True
2021-05-13,HD,0.072,HOME DEPOT INC,Consumer Discretionary,core_compounder,,caution,0.6,2021-04-30,True
2021-05-13,UNH,0.072,UNITEDHEALTH GROUP INC,Health Care,core_compounder,,caution,0.6,2021-04-30,True
2021-05-13,GOOG,0.05380776641117208,ALPHABET INC CLASS C,Communication,core_compounder,,caution,0.6,2021-04-30,True
2021-05-13,JNJ,0.04342631851447026,JOHNSON & JOHNSON,Health Care,core_compounder,,caution,0.6,2021-04-30,True
2021-05-13,FTNT,0.030394494156906957,FORTINET INC,Information Technology,core_compounder,,caution,0.6,2021-04-30,True
2021-05-13,AAPL,0.03026667362481042,APPLE INC,Information Technology,core_compounder,,caution,0.6,2021-04-30,True
2021-05-13,CSX,0.02933409759371262,CSX CORP,Industrials,core_compounder,,caution,0.6,2021-04-30,True
2021-05-13,PEP,0.029317047667238222,PEPSICO INC,Consumer Staples,core_compounder,,caution,0.6,2021-04-30,True
2021-05-13,NDAQ,0.028005538517513997,NASDAQ INC,Financials,core_compounder,,caution,0.6,2021-04-30,True
2021-05-13,KO,0.027598786729391398,COCA-COLA,Consumer Staples,core_compounder,,caution,0.6,2021-04-30,True
2021-05-13,TGT,0.02308736588433648,TARGET CORP,Consumer Staples,core_compounder,,caution,0.6,2021-04-30,True
2021-05-13,AMZN,0.022800298466229718,AMAZON.COM INC,Consumer Discretionary,core_compounder,,caution,0.6,2021-04-30,True
2021-05-13,LOW,0.02176539558785334,LOWES COMPANIES INC,Consumer Discretionary,core_compounder,,caution,0.6,2021-04-30,True
2021-05-13,TER,0.02171498510934132,TERADYNE INC,Information Technology,core_compounder,,caution,0.6,2021-04-30,True
2021-05-13,BAC,0.01928550812648568,BANK OF AMERICA CORP,Financials,core_compounder,,caution,0.6,2021-04-30,True
2021-05-13,WSM,0.018094202309475,WILLIAMS SONOMA INC,Consumer Discretionary,core_compounder,,caution,0.6,2021-04-30,True
2021-05-13,MORN,0.0154242987952884,MORNINGSTAR INC,Financials,core_compounder,,caution,0.6,2021-04-30,True
2021-05-13,CRWD,0.01533465129622062,CROWDSTRIKE HOLDINGS INC CLASS A,Information Technology,core_compounder,,caution,0.6,2021-04-30,True
2021-05-13,DHR,0.01447853862548148,DANAHER CORP,Health Care,core_compounder,,caution,0.6,2021-04-30,True
2021-05-13,SE,0.01186403258407152,Sea Limited,Internet,core_compounder,,caution,0.6,2021-04-30,True
2021-05-26,HD,0.12,HOME DEPOT INC,Consumer Discretionary,core_compounder,,normal,1.0,2021-04-30,True
2021-05-26,UNH,0.12,UNITEDHEALTH GROUP INC,Health Care,core_compounder,,normal,1.0,2021-04-30,True
2021-05-26,GOOG,0.0896796106852868,ALPHABET INC CLASS C,Communication,core_compounder,,normal,1.0,2021-04-30,True
2021-05-26,JNJ,0.0723771975241171,JOHNSON & JOHNSON,Health Care,core_compounder,,normal,1.0,2021-04-30,True
2021-05-26,FTNT,0.0506574902615116,FORTINET INC,Information Technology,core_compounder,,normal,1.0,2021-04-30,True
2021-05-26,AAPL,0.0504444560413507,APPLE INC,Information Technology,core_compounder,,normal,1.0,2021-04-30,True
2021-05-26,CSX,0.0488901626561877,CSX CORP,Industrials,core_compounder,,normal,1.0,2021-04-30,True
2021-05-26,PEP,0.0488617461120637,PEPSICO INC,Consumer Staples,core_compounder,,normal,1.0,2021-04-30,True
2021-05-26,NDAQ,0.04667589752919,NASDAQ INC,Financials,core_compounder,,normal,1.0,2021-04-30,True
2021-05-26,KO,0.045997977882319,COCA-COLA,Consumer Staples,core_compounder,,normal,1.0,2021-04-30,True
2021-05-26,TGT,0.0384789431405608,TARGET CORP,Consumer Staples,core_compounder,,normal,1.0,2021-04-30,True
2021-05-26,AMZN,0.0380004974437162,AMAZON.COM INC,Consumer Discretionary,core_compounder,,normal,1.0,2021-04-30,True
2021-05-26,LOW,0.0362756593130889,LOWES COMPANIES INC,Consumer Discretionary,core_compounder,,normal,1.0,2021-04-30,True
2021-05-26,TER,0.0361916418489022,TERADYNE INC,Information Technology,core_compounder,,normal,1.0,2021-04-30,True
2021-05-26,BAC,0.0321425135441428,BANK OF AMERICA CORP,Financials,core_compounder,,normal,1.0,2021-04-30,True
2021-05-26,WSM,0.030157003849125,WILLIAMS SONOMA INC,Consumer Discretionary,core_compounder,,normal,1.0,2021-04-30,True
2021-05-26,MORN,0.025707164658814,MORNINGSTAR INC,Financials,core_compounder,,normal,1.0,2021-04-30,True
2021-05-26,CRWD,0.0255577521603677,CROWDSTRIKE HOLDINGS INC CLASS A,Information Technology,core_compounder,,normal,1.0,2021-04-30,True
2021-05-26,DHR,0.0241308977091358,DANAHER CORP,Health Care,core_compounder,,normal,1.0,2021-04-30,True
2021-05-26,SE,0.0197733876401192,Sea Limited,Internet,core_compounder,,normal,1.0,2021-04-30,True
2021-05-28,DHR,0.1073969397444261,DANAHER CORP,Health Care,core_compounder,,normal,1.0,2021-05-28,True
2021-05-28,HD,0.0826512378793666,HOME DEPOT INC,Consumer Discretionary,core_compounder,,normal,1.0,2021-05-28,True
2021-05-28,PEP,0.0807164453592404,PEPSICO INC,Consumer Staples,core_compounder,,normal,1.0,2021-05-28,True
2021-05-28,FTNT,0.0757724126777431,FORTINET INC,Information Technology,core_compounder,,normal,1.0,2021-05-28,True
2021-05-28,UNH,0.0737937649215123,UNITEDHEALTH GROUP INC,Health Care,core_compounder,,normal,1.0,2021-05-28,True
2021-05-28,TMUS,0.070790028450649,T MOBILE US INC,Communication,core_compounder,,normal,1.0,2021-05-28,True
2021-05-28,GOOGL,0.0588075357389924,ALPHABET INC CLASS A,Communication,core_compounder,,normal,1.0,2021-05-28,True
2021-05-28,CRWD,0.0518493879252502,CROWDSTRIKE HOLDINGS INC CLASS A,Information Technology,core_compounder,,normal,1.0,2021-05-28,True
2021-05-28,NDAQ,0.0512080208712692,NASDAQ INC,Financials,core_compounder,,normal,1.0,2021-05-28,True
2021-05-28,WSM,0.042314065932364,WILLIAMS SONOMA INC,Consumer Discretionary,core_compounder,,normal,1.0,2021-05-28,True
2021-05-28,EBAY,0.0389192961398605,EBAY INC,Consumer Discretionary,core_compounder,,normal,1.0,2021-05-28,True
2021-05-28,BAC,0.0293515609705471,BANK OF AMERICA CORP,Financials,core_compounder,,normal,1.0,2021-05-28,True
2021-05-28,SE,0.0282016041644769,Sea Limited,Internet,core_compounder,,normal,1.0,2021-05-28,True
2021-05-28,MS,0.0263110917288334,MORGAN STANLEY,Financials,core_compounder,,normal,1.0,2021-05-28,True
2021-05-28,SHOP,0.0262239786659628,Shopify,Software,core_compounder,,normal,1.0,2021-05-28,True
2021-05-28,ADI,0.0250740833994445,ANALOG DEVICES INC,Information Technology,core_compounder,,normal,1.0,2021-05-28,True
2021-05-28,GOOG,0.0229787891089219,ALPHABET INC CLASS C,Communication,core_compounder,,normal,1.0,2021-05-28,True
2021-05-28,JNJ,0.0192536914587998,,Unknown,core_compounder,,normal,1.0,2021-05-28,True
2021-05-28,EXPD,0.0135130914252007,EXPEDITORS INTERNATIONAL OF WASHIN,Industrials,core_compounder,,normal,1.0,2021-05-28,True
2021-05-28,CSX,0.0123419711275482,,Unknown,core_compounder,,normal,1.0,2021-05-28,True
2021-05-28,AAPL,0.0121673340010285,APPLE INC,Information Technology,core_compounder,,normal,1.0,2021-05-28,True
2021-05-28,KO,0.0119228612785428,COCA-COLA,Consumer Staples,core_compounder,,normal,1.0,2021-05-28,True
2021-05-28,TGT,0.0106750464515731,,Unknown,core_compounder,,normal,1.0,2021-05-28,True
2021-05-28,TER,0.0097279826039096,,Unknown,core_compounder,,normal,1.0,2021-05-28,True
2021-05-28,LOW,0.0090470146089335,,Unknown,core_compounder,,normal,1.0,2021-05-28,True
2021-05-28,AMZN,0.008990763365602,AMAZON.COM INC,Consumer Discretionary,core_compounder,,normal,1.0,2021-05-28,True
2021-06-30,DHR,0.105348398072006,DANAHER CORP,Health Care,core_compounder,,normal,1.0,2021-06-30,True
2021-06-30,ORCL,0.0833554678674913,ORACLE CORP,Information Technology,core_compounder,,normal,1.0,2021-06-30,True
2021-06-30,UNH,0.0827032932788701,UNITEDHEALTH GROUP INC,Health Care,core_compounder,,normal,1.0,2021-06-30,True
2021-06-30,AAPL,0.0802847386779376,APPLE INC,Information Technology,core_compounder,,normal,1.0,2021-06-30,True
2021-06-30,TSLA,0.0767986851036936,TESLA INC,Consumer Discretionary,core_compounder,,normal,1.0,2021-06-30,True
2021-06-30,HD,0.0766666791872443,HOME DEPOT INC,Consumer Discretionary,core_compounder,,normal,1.0,2021-06-30,True
2021-06-30,GOOGL,0.0761740438193799,ALPHABET INC CLASS A,Communication,core_compounder,,normal,1.0,2021-06-30,True
2021-06-30,FTNT,0.065300836316401,FORTINET INC,Information Technology,core_compounder,,normal,1.0,2021-06-30,True
2021-06-30,NOW,0.0444348588946382,SERVICENOW INC,Information Technology,core_compounder,,normal,1.0,2021-06-30,True
2021-06-30,ABT,0.04,ABBOTT LABORATORIES,Health Care,core_compounder,,normal,1.0,2021-06-30,True
2021-06-30,CRWD,0.0371649179638539,CROWDSTRIKE HOLDINGS INC CLASS A,Information Technology,core_compounder,,normal,1.0,2021-06-30,True
2021-06-30,SHOP,0.0370384793478916,Shopify,Software,core_compounder,,normal,1.0,2021-06-30,True
2021-06-30,CROX,0.0321570884553937,CROCS INC,Consumer Discretionary,core_compounder,,normal,1.0,2021-06-30,True
2021-06-30,ENPH,0.0281090860600732,Enphase Energy,Information Technology,core_compounder,,normal,1.0,2021-06-30,True
2021-06-30,NTLA,0.0258192640256086,Intellia Therapeutics,Health Care,core_compounder,,normal,1.0,2021-06-30,True
2021-06-30,NDAQ,0.0249412185375097,NASDAQ INC,Financials,core_compounder,,normal,1.0,2021-06-30,True
2021-06-30,IDXX,0.0220123968515852,IDEXX LABORATORIES INC,Health Care,core_compounder,,normal,1.0,2021-06-30,True
2021-06-30,TGT,0.0219138468453171,TARGET CORP,Consumer Staples,core_compounder,,normal,1.0,2021-06-30,True
2021-06-30,SE,0.0210859544063454,Sea Limited,Internet,core_compounder,,normal,1.0,2021-06-30,True
2021-06-30,TROW,0.0186907462887586,T ROWE PRICE GROUP INC,Financials,core_compounder,,normal,1.0,2021-06-30,True
2021-07-30,ORCL,0.12,ORACLE CORP,Information Technology,core_compounder,,normal,1.0,2021-07-30,True
2021-07-30,MSFT,0.1082413936809529,MICROSOFT CORP,Information Technology,core_compounder,,normal,1.0,2021-07-30,True
2021-07-30,UNH,0.1038718463695418,UNITEDHEALTH GROUP INC,Health Care,core_compounder,,normal,1.0,2021-07-30,True
2021-07-30,DHR,0.0778256363309864,DANAHER CORP,Health Care,core_compounder,,normal,1.0,2021-07-30,True
2021-07-30,HD,0.072431912206325,HOME DEPOT INC,Consumer Discretionary,core_compounder,,normal,1.0,2021-07-30,True
2021-07-30,FTNT,0.0651867588276928,FORTINET INC,Information Technology,core_compounder,,normal,1.0,2021-07-30,True
2021-07-30,ABT,0.0592715249661216,ABBOTT LABORATORIES,Health Care,core_compounder,,normal,1.0,2021-07-30,True
2021-07-30,SE,0.0478435350019174,Sea Limited,Internet,core_compounder,,normal,1.0,2021-07-30,True
2021-07-30,IDXX,0.0459320129385538,IDEXX LABORATORIES INC,Health Care,core_compounder,,normal,1.0,2021-07-30,True
2021-07-30,GOOG,0.045771343148442,ALPHABET INC CLASS C,Communication,core_compounder,,normal,1.0,2021-07-30,True
2021-07-30,SHOP,0.0442172347365134,Shopify,Software,core_compounder,,normal,1.0,2021-07-30,True
2021-07-30,NOW,0.0425758145482656,SERVICENOW INC,Information Technology,core_compounder,,normal,1.0,2021-07-30,True
2021-07-30,MCO,0.0387057651811162,MOODYS CORP,Financials,core_compounder,,normal,1.0,2021-07-30,True
2021-07-30,CRWD,0.0377986253581011,CROWDSTRIKE HOLDINGS INC CLASS A,Information Technology,core_compounder,,normal,1.0,2021-07-30,True
2021-07-30,MS,0.03680797290145,MORGAN STANLEY,Financials,core_compounder,,normal,1.0,2021-07-30,True
2021-07-30,WMS,0.0270825564369325,ADVANCED DRAINAGE SYSTEMS INC,Industrials,core_compounder,,normal,1.0,2021-07-30,True
2021-07-30,CROX,0.026436067367087,CROCS INC,Consumer Discretionary,core_compounder,,normal,1.0,2021-07-30,True
2021-08-31,UNH,0.1515243741722019,UNITEDHEALTH GROUP INC,Health Care,core_compounder,,normal,1.0,2021-08-31,True
2021-08-31,MSFT,0.1190830124518774,MICROSOFT CORP,Information Technology,core_compounder,,normal,1.0,2021-08-31,True
2021-08-31,DHR,0.0866821567387717,DANAHER CORP,Health Care,core_compounder,,normal,1.0,2021-08-31,True
2021-08-31,HD,0.0803902448931179,HOME DEPOT INC,Consumer Discretionary,core_compounder,,normal,1.0,2021-08-31,True
2021-08-31,NOW,0.0729863263640069,SERVICENOW INC,Information Technology,core_compounder,,normal,1.0,2021-08-31,True
2021-08-31,MCO,0.0576468949167942,MOODYS CORP,Financials,core_compounder,,normal,1.0,2021-08-31,True
2021-08-31,TSLA,0.0528138175491347,TESLA INC,Consumer Discretionary,core_compounder,,normal,1.0,2021-08-31,True
2021-08-31,GOOGL,0.0516268016339972,ALPHABET INC CLASS A,Communication,core_compounder,,normal,1.0,2021-08-31,True
2021-08-31,DKS,0.04,DICKS SPORTING INC,Consumer Discretionary,core_compounder,,normal,1.0,2021-08-31,True
2021-08-31,SITE,0.04,SITEONE LANDSCAPE SUPPLY INC,Industrials,core_compounder,,normal,1.0,2021-08-31,True
2021-08-31,SHOP,0.0387685269023765,Shopify,Software,core_compounder,,normal,1.0,2021-08-31,True
2021-08-31,AMKR,0.0382812142888023,AMKOR TECHNOLOGY INC,Information Technology,core_compounder,,normal,1.0,2021-08-31,True
2021-08-31,CRWD,0.0350241212594086,CROWDSTRIKE HOLDINGS INC CLASS A,Information Technology,core_compounder,,normal,1.0,2021-08-31,True
2021-08-31,MS,0.0346659657571836,MORGAN STANLEY,Financials,core_compounder,,normal,1.0,2021-08-31,True
2021-08-31,LSCC,0.0346253256359046,LATTICE SEMICONDUCTOR CORP,Information Technology,core_compounder,,normal,1.0,2021-08-31,True
2021-08-31,SE,0.0337804551219917,Sea Limited,Internet,core_compounder,,normal,1.0,2021-08-31,True
2021-08-31,IDXX,0.0321007623144301,IDEXX LABORATORIES INC,Health Care,core_compounder,,normal,1.0,2021-08-31,True
